"","topic","term","estimate","std.error","statistic","p.value"
"144",72,"g_orientadorMale",-0.00615719347758046,0.00196640637519543,-3.13119076262582,0.00174527012095345
"145",73,"(Intercept)",0.0115110162728711,0.00159597352928172,7.2125358357615,0.00000000000058299675442393
"146",73,"g_orientadorMale",0.00106682923202707,0.00177829021155933,0.599918520100048,0.548572133384471
"147",74,"(Intercept)",0.00975817653410267,0.00148721505271128,6.56137558338518,0.0000000000555583065924358
"148",74,"g_orientadorMale",-0.00121584344700061,0.00168681836442057,-0.720790971124068,0.471052502833623
"149",75,"(Intercept)",0.00878265037016428,0.00160229991955491,5.48127742064915,0.0000000431002172007668
"150",75,"g_orientadorMale",0.00386792863682618,0.00182158810283072,2.12338268504031,0.0337426828149099
"151",76,"(Intercept)",0.0129186626672518,0.00163783306337149,7.88765531491878,0.00000000000000335192372164369
"152",76,"g_orientadorMale",0.000280680491430395,0.00187095268725892,0.150020090482145,0.880751345365332
"153",77,"(Intercept)",0.0156847149940723,0.00178599005477931,8.78208417348129,0.00000000000000000182667999915516
"154",77,"g_orientadorMale",-0.0013063538449568,0.00203731453106809,-0.641213629528244,0.521396429719593
"155",78,"(Intercept)",0.0149552246914063,0.00176706398916302,8.46331812720029,0.000000000000000029066982080855
"156",78,"g_orientadorMale",-0.00427591078055834,0.00192102208982255,-2.22585195829441,0.0260430376598587
"157",79,"(Intercept)",0.009044562356269,0.00142413324940274,6.350924227113,0.00000000022193933241881
"158",79,"g_orientadorMale",-0.00323103457358264,0.00164138689720324,-1.96847835150141,0.0490365474815573
"159",80,"(Intercept)",0.00103660663807221,0.0000420840222593863,24.6318337083619,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116780135058269
"160",80,"g_orientadorMale",-0.000030555414891786,0.0000444511606494326,-0.687392959944591,0.491848730225847
